total_holding_cost,total_stockout_cost,total_cost,service_level,average_inventory,stockout_frequency,stockout_quantity,reorder_count,dataset,model,series_id,origin
24.993310486219205,21.925649812992617,46.91896029921182,0.8214285714285714,0.8926182316506859,5.0,4.385129962598523,6.0,m5,ARIMA,FOODS_1_010_TX_2_evaluation,7
248.47228068240022,0.0,248.47228068240022,1.0,8.874010024371437,0.0,0.0,10.0,m5,ARIMA,FOODS_1_010_TX_2_evaluation,8
654.4961195971866,0.0,654.4961195971866,1.0,23.374861414185236,0.0,0.0,19.0,m5,ARIMA,FOODS_1_012_CA_4_evaluation,1
356.77108888497816,0.0,356.77108888497816,1.0,12.741824603034933,0.0,0.0,20.0,m5,ARIMA,FOODS_1_012_CA_4_evaluation,2
399.9785231804885,1.1827872998563649,401.16131048034487,0.9642857142857143,14.284947256446017,1.0,0.23655745997127298,22.0,m5,ARIMA,FOODS_1_012_CA_4_evaluation,3
128.676140121622,160.77185834923864,289.4479984708606,0.6071428571428572,4.595576432915072,11.0,32.15437166984772,23.0,m5,ARIMA,FOODS_1_012_CA_4_evaluation,4
133.71456944242868,141.79641869995154,275.51098814238026,0.6071428571428572,4.775520337229596,11.0,28.35928373999031,24.0,m5,ARIMA,FOODS_1_012_CA_4_evaluation,5
65.24020828920268,388.7006971744866,453.9409054636893,0.4285714285714286,2.330007438900096,16.0,77.74013943489733,22.0,m5,ARIMA,FOODS_1_012_CA_4_evaluation,6
129.9709617635581,201.01861789742605,330.9895796609842,0.6785714285714286,4.641820062984218,9.0,40.20372357948521,22.0,m5,ARIMA,FOODS_1_012_CA_4_evaluation,7
1031.575958043072,0.0,1031.575958043072,1.0,36.841998501538285,0.0,0.0,22.0,m5,ARIMA,FOODS_1_012_CA_4_evaluation,8
692.492992680196,0.0,692.492992680196,1.0,24.731892595721288,0.0,0.0,15.0,m5,ARIMA,FOODS_1_036_CA_1_evaluation,1
614.3614190529281,0.0,614.3614190529281,1.0,21.94147925189029,0.0,0.0,14.0,m5,ARIMA,FOODS_1_036_CA_1_evaluation,2
32.69346157786954,205.61307684426095,238.30653842213047,0.5,1.167623627781055,14.0,41.12261536885218,13.0,m5,ARIMA,FOODS_1_036_CA_1_evaluation,3
487.7537549104021,0.0,487.7537549104021,1.0,17.41977696108579,0.0,0.0,19.0,m5,ARIMA,FOODS_1_036_CA_1_evaluation,4
90.12009944922025,57.55156636813115,147.6716658173514,0.7857142857142857,3.2185749803292945,6.0,11.510313273626231,24.0,m5,ARIMA,FOODS_1_036_CA_1_evaluation,5
40.321560621954866,113.35804916151524,153.6796097834701,0.6071428571428572,1.4400557364983881,11.0,22.671609832303055,21.0,m5,ARIMA,FOODS_1_036_CA_1_evaluation,6
87.35162821993683,47.747286300105316,135.09891452004214,0.7857142857142857,3.1197010078548866,6.0,9.549457260021065,22.0,m5,ARIMA,FOODS_1_036_CA_1_evaluation,7
113.45035930691445,136.698237957042,250.14859726395645,0.6785714285714286,4.051798546675516,9.0,27.3396475914084,20.0,m5,ARIMA,FOODS_1_036_CA_1_evaluation,8
79.44165820634471,55.65908598291767,135.10074418926237,0.75,2.8372020787980254,7.0,11.131817196583532,21.0,m5,ARIMA,FOODS_1_036_CA_2_evaluation,1
562.9748425631909,0.0,562.9748425631909,1.0,20.106244377256818,0.0,0.0,18.0,m5,ARIMA,FOODS_1_036_CA_2_evaluation,2
192.61393371436222,0.0,192.61393371436222,1.0,6.879069061227222,0.0,0.0,19.0,m5,ARIMA,FOODS_1_036_CA_2_evaluation,3
197.5550347792649,0.7302521693633146,198.28528694862823,0.9642857142857143,7.055536956402318,1.0,0.14605043387266292,13.0,m5,ARIMA,FOODS_1_036_CA_2_evaluation,4
19.77761585906434,100.44476828187132,120.22238414093566,0.5714285714285714,0.7063434235380122,12.0,20.088953656374265,11.0,m5,ARIMA,FOODS_1_036_CA_2_evaluation,5
52.26418144920408,54.39667717284043,106.66085862204451,0.6785714285714286,1.8665779089001457,9.0,10.879335434568087,15.0,m5,ARIMA,FOODS_1_036_CA_2_evaluation,6
51.25505796954781,89.7449420304522,141.0,0.6785714285714286,1.8305377846267077,9.0,17.94898840609044,11.0,m5,ARIMA,FOODS_1_036_CA_2_evaluation,7
347.71747040626036,0.0,347.71747040626036,1.0,12.41848108593787,0.0,0.0,13.0,m5,ARIMA,FOODS_1_036_CA_2_evaluation,8
368.9906488079819,0.0,368.9906488079819,1.0,13.178237457427926,0.0,0.0,11.0,m5,ARIMA,FOODS_1_037_WI_1_evaluation,1
31.687539815311254,63.19710007103413,94.88463988634538,0.7142857142857143,1.1316978505468305,8.0,12.639420014206825,10.0,m5,ARIMA,FOODS_1_037_WI_1_evaluation,2
136.93889482874783,0.0,136.93889482874783,1.0,4.890674815312423,0.0,0.0,12.0,m5,ARIMA,FOODS_1_037_WI_1_evaluation,3
45.91538721975546,35.98794954423355,81.90333676398902,0.7857142857142857,1.6398352578484092,6.0,7.1975899088467115,17.0,m5,ARIMA,FOODS_1_037_WI_1_evaluation,4
261.34323477131323,0.0,261.34323477131323,1.0,9.33368695611833,0.0,0.0,12.0,m5,ARIMA,FOODS_1_037_WI_1_evaluation,5
128.62414362165677,6.742232279555704,135.36637590121248,0.9285714285714286,4.59371941505917,2.0,1.3484464559111409,21.0,m5,ARIMA,FOODS_1_037_WI_1_evaluation,6
96.35162379116582,36.63736857757531,132.98899236874112,0.8571428571428572,3.441129421113065,4.0,7.327473715515062,18.0,m5,ARIMA,FOODS_1_037_WI_1_evaluation,7
46.03863391086522,102.46780507427897,148.5064389851442,0.6785714285714286,1.6442369253880436,9.0,20.493561014855793,13.0,m5,ARIMA,FOODS_1_037_WI_1_evaluation,8
16.49971093511262,3.2693419480336097,19.76905288314623,0.9642857142857143,0.5892753905397364,1.0,0.6538683896067219,4.0,m5,ARIMA,FOODS_1_050_TX_1_evaluation,1
218.53225790228808,0.0,218.53225790228808,1.0,7.804723496510289,0.0,0.0,3.0,m5,ARIMA,FOODS_1_050_TX_1_evaluation,2
39.33902723008444,23.331143373044448,62.67017060312889,0.9285714285714286,1.4049652582173013,2.0,4.66622867460889,6.0,m5,ARIMA,FOODS_1_050_TX_1_evaluation,3
39.66753565650917,23.2047939782657,62.87232963477487,0.9285714285714286,1.4166977020181848,2.0,4.640958795653139,6.0,m5,ARIMA,FOODS_1_050_TX_1_evaluation,4
21.876902621845456,26.12309737815454,48.0,0.8571428571428572,0.7813179507801948,4.0,5.224619475630908,8.0,m5,ARIMA,FOODS_1_050_TX_1_evaluation,5
35.86028931306927,19.28309223910894,55.14338155217821,0.8571428571428572,1.2807246183239027,4.0,3.8566184478217878,7.0,m5,ARIMA,FOODS_1_050_TX_1_evaluation,6
21.64337120722206,25.713257585555883,47.35662879277794,0.75,0.7729775431150736,7.0,5.142651517111177,6.0,m5,ARIMA,FOODS_1_050_TX_1_evaluation,7
182.89278082211385,0.0,182.89278082211385,1.0,6.5318850293612085,0.0,0.0,8.0,m5,ARIMA,FOODS_1_050_TX_1_evaluation,8
279.0865112661788,0.0,279.0865112661788,1.0,9.967375402363528,0.0,0.0,16.0,m5,ARIMA,FOODS_1_054_CA_4_evaluation,1
240.7642463037711,32.95458090884604,273.71882721261716,0.9642857142857143,8.59872308227754,1.0,6.590916181769208,15.0,m5,ARIMA,FOODS_1_054_CA_4_evaluation,2
47.97407236199692,60.584364042225644,108.55843640422256,0.7857142857142857,1.7133597272141756,6.0,12.11687280844513,12.0,m5,ARIMA,FOODS_1_054_CA_4_evaluation,3
41.318375226989495,37.94221464362992,79.26058987061941,0.7857142857142857,1.4756562581067676,6.0,7.588442928725984,21.0,m5,ARIMA,FOODS_1_054_CA_4_evaluation,4
79.69988053581683,37.720483089218895,117.42036362503572,0.9285714285714286,2.846424304850601,2.0,7.544096617843779,22.0,m5,ARIMA,FOODS_1_054_CA_4_evaluation,5
79.65480910229553,72.05683974591038,151.71164884820593,0.8214285714285714,2.844814610796269,5.0,14.411367949182077,15.0,m5,ARIMA,FOODS_1_054_CA_4_evaluation,6
93.77996374010976,37.0009727828543,130.78093652296405,0.7857142857142857,3.3492844192896345,6.0,7.40019455657086,16.0,m5,ARIMA,FOODS_1_054_CA_4_evaluation,7
164.56165236023696,35.0,199.56165236023696,0.9285714285714286,5.877201870008463,2.0,7.0,11.0,m5,ARIMA,FOODS_1_054_CA_4_evaluation,8
49.91296418697384,8.495013774240828,58.40797796121467,0.9285714285714286,1.7826058638204942,2.0,1.6990027548481654,2.0,m5,ARIMA,FOODS_1_062_TX_1_evaluation,1
68.32094214818852,20.0,88.32094214818852,0.9285714285714286,2.44003364814959,2.0,4.0,2.0,m5,ARIMA,FOODS_1_062_TX_1_evaluation,2
28.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,m5,ARIMA,FOODS_1_062_TX_1_evaluation,3
58.1648066449105,13.18682157502633,71.35162821993683,0.9642857142857143,2.0773145230325176,1.0,2.637364315005266,3.0,m5,ARIMA,FOODS_1_062_TX_1_evaluation,4
50.714263904931556,13.18682157502633,63.901085479957885,0.9642857142857143,1.8112237108904128,1.0,2.637364315005266,3.0,m5,ARIMA,FOODS_1_062_TX_1_evaluation,5
45.40928782712577,12.919504681874708,58.32879250900048,0.9642857142857143,1.6217602795402062,1.0,2.5839009363749414,4.0,m5,ARIMA,FOODS_1_062_TX_1_evaluation,6
58.06820611651068,25.0,83.06820611651068,0.9285714285714286,2.073864504161096,2.0,5.0,5.0,m5,ARIMA,FOODS_1_062_TX_1_evaluation,7
30.215416655888532,20.713257585555876,50.92867424144441,0.8214285714285714,1.0791220234245904,5.0,4.142651517111175,6.0,m5,ARIMA,FOODS_1_062_TX_1_evaluation,8
30.456904645986114,39.36439002541484,69.82129467140095,0.6785714285714286,1.0877465944995042,9.0,7.872878005082969,18.0,m5,ARIMA,FOODS_1_063_CA_4_evaluation,1
13.884237376685729,74.23152524662855,88.11576262331428,0.6071428571428572,0.4958656205959189,11.0,14.846305049325707,11.0,m5,ARIMA,FOODS_1_063_CA_4_evaluation,2
52.3905582923326,16.198213452583627,68.58877174491623,0.8571428571428572,1.8710913675833072,4.0,3.2396426905167255,17.0,m5,ARIMA,FOODS_1_063_CA_4_evaluation,3
36.022853152891884,70.53016316345347,106.55301631634535,0.6785714285714286,1.2865304697461386,9.0,14.106032632690692,10.0,m5,ARIMA,FOODS_1_063_CA_4_evaluation,4
199.45649917561025,0.0,199.45649917561025,1.0,7.123446399128937,0.0,0.0,13.0,m5,ARIMA,FOODS_1_063_CA_4_evaluation,5
39.166168658915126,93.83383134108487,133.0,0.6785714285714286,1.3987917378183974,9.0,18.766766268216976,10.0,m5,ARIMA,FOODS_1_063_CA_4_evaluation,6
125.63242870924321,0.0,125.63242870924321,1.0,4.486872453901543,0.0,0.0,10.0,m5,ARIMA,FOODS_1_063_CA_4_evaluation,7
36.82021824221379,66.22299298376393,103.04321122597773,0.7857142857142857,1.3150077943647782,6.0,13.244598596752784,10.0,m5,ARIMA,FOODS_1_063_CA_4_evaluation,8
27.296692671633295,4.3956071916754444,31.69229986330874,0.9642857142857143,0.9748818811297605,1.0,0.8791214383350889,3.0,m5,ARIMA,FOODS_1_072_WI_2_evaluation,1
21.571421301643838,4.3956071916754444,25.967028493319283,0.9642857142857143,0.7704079036301371,1.0,0.8791214383350889,3.0,m5,ARIMA,FOODS_1_072_WI_2_evaluation,2
30.276296693744232,7.859912737134051,38.13620943087828,0.9642857142857143,1.0812963104908655,1.0,1.5719825474268103,5.0,m5,ARIMA,FOODS_1_072_WI_2_evaluation,3
37.211608745124856,22.22630432879813,59.437913073922985,0.8928571428571429,1.328986026611602,3.0,4.445260865759626,5.0,m5,ARIMA,FOODS_1_072_WI_2_evaluation,4
33.21160874512487,17.22630432879813,50.437913073923,0.9285714285714286,1.1861288837544597,2.0,3.445260865759626,5.0,m5,ARIMA,FOODS_1_072_WI_2_evaluation,5
22.43198008915838,22.141546119554466,44.57352620871285,0.8571428571428572,0.8011421460413707,4.0,4.428309223910894,7.0,m5,ARIMA,FOODS_1_072_WI_2_evaluation,6
31.175479467945667,20.0,51.175479467945664,0.9285714285714286,1.1134099809980595,2.0,4.0,7.0,m5,ARIMA,FOODS_1_072_WI_2_evaluation,7
28.072765138777356,25.35662879277794,53.429393931555296,0.8571428571428572,1.0025987549563342,4.0,5.071325758555588,6.0,m5,ARIMA,FOODS_1_072_WI_2_evaluation,8
13.929226940222765,7.141546119554469,21.070773059777235,0.8928571428571429,0.49747239072224164,3.0,1.4283092239108939,6.0,m5,ARIMA,FOODS_1_073_TX_3_evaluation,1
11.695359561195698,10.338489376449223,22.03384893764492,0.8571428571428572,0.41769141289984635,4.0,2.0676978752898445,6.0,m5,ARIMA,FOODS_1_073_TX_3_evaluation,2
11.042468188757164,18.060589158170323,29.103057346927486,0.8571428571428572,0.39437386388418444,4.0,3.6121178316340647,8.0,m5,ARIMA,FOODS_1_073_TX_3_evaluation,3
48.99252121999723,0.0,48.99252121999723,1.0,1.7497329007141869,0.0,0.0,11.0,m5,ARIMA,FOODS_1_073_TX_3_evaluation,4
41.14780470710035,2.6856341713704035,43.83343887847075,0.9642857142857143,1.4695644538250126,1.0,0.5371268342740807,14.0,m5,ARIMA,FOODS_1_073_TX_3_evaluation,5
115.29732773697143,0.0,115.29732773697143,1.0,4.117761704891836,0.0,0.0,13.0,m5,ARIMA,FOODS_1_073_TX_3_evaluation,6
28.086306901916824,33.04372811464737,61.13003501656419,0.8214285714285714,1.0030823893541723,5.0,6.608745622929474,7.0,m5,ARIMA,FOODS_1_073_TX_3_evaluation,7
305.53836950520866,0.0,305.53836950520866,1.0,10.912084625186024,0.0,0.0,10.0,m5,ARIMA,FOODS_1_073_TX_3_evaluation,8
128.31070008813532,15.0,143.31070008813532,0.9285714285714286,4.58252500314769,2.0,3.0,12.0,m5,ARIMA,FOODS_1_078_CA_2_evaluation,1
81.32643813317111,16.69040776396919,98.0168458971403,0.8571428571428572,2.904515647613254,4.0,3.338081552793838,18.0,m5,ARIMA,FOODS_1_078_CA_2_evaluation,2
11.374321278434508,77.3462952058706,88.72061648430511,0.5357142857142857,0.40622575994408955,13.0,15.46925904117412,9.0,m5,ARIMA,FOODS_1_078_CA_2_evaluation,3
70.7891552500194,45.885148564859236,116.67430381487864,0.7857142857142857,2.5281841160721217,6.0,9.177029712971848,18.0,m5,ARIMA,FOODS_1_078_CA_2_evaluation,4
24.4353677209286,112.12926455814281,136.56463227907142,0.5357142857142857,0.8726917043188785,13.0,22.42585291162856,10.0,m5,ARIMA,FOODS_1_078_CA_2_evaluation,5
106.42417653427577,40.53063500743333,146.9548115417091,0.8214285714285714,3.800863447652706,5.0,8.106127001486666,16.0,m5,ARIMA,FOODS_1_078_CA_2_evaluation,6
208.8321183786746,1.7190457357868194,210.55116411446141,0.9642857142857143,7.458289942095521,1.0,0.3438091471573639,17.0,m5,ARIMA,FOODS_1_078_CA_2_evaluation,7
86.28456928376045,46.408129503893264,132.6926987876537,0.75,3.0815917601343017,7.0,9.281625900778653,16.0,m5,ARIMA,FOODS_1_078_CA_2_evaluation,8
118.24346722262172,66.31912085249691,184.56258807511864,0.75,4.22298097223649,7.0,13.263824170499383,18.0,m5,ARIMA,FOODS_1_090_CA_3_evaluation,1
454.41553148212876,0.0,454.41553148212876,1.0,16.22912612436174,0.0,0.0,18.0,m5,ARIMA,FOODS_1_090_CA_3_evaluation,2
46.734846156670784,141.04401799910792,187.7788641557787,0.5714285714285714,1.669101648452528,12.0,28.208803599821586,16.0,m5,ARIMA,FOODS_1_090_CA_3_evaluation,3
799.6091822631425,0.0,799.6091822631425,1.0,28.557470795112234,0.0,0.0,19.0,m5,ARIMA,FOODS_1_090_CA_3_evaluation,4
113.18663584487413,47.929306939226805,161.11594278410092,0.8928571428571429,4.0423798516026475,3.0,9.585861387845362,21.0,m5,ARIMA,FOODS_1_090_CA_3_evaluation,5
96.33061563215469,79.818370652055,176.14898628420968,0.7857142857142857,3.4403791297198105,6.0,15.963674130411,16.0,m5,ARIMA,FOODS_1_090_CA_3_evaluation,6
146.98942413853433,31.71383566703966,178.703259805574,0.8928571428571429,5.24962229066194,3.0,6.342767133407932,17.0,m5,ARIMA,FOODS_1_090_CA_3_evaluation,7
86.88167112255165,122.38255243926531,209.26422356181695,0.6428571428571428,3.102916825805416,10.0,24.476510487853062,15.0,m5,ARIMA,FOODS_1_090_CA_3_evaluation,8
176.89278082211385,0.0,176.89278082211385,1.0,6.317599315075495,0.0,0.0,8.0,m5,ARIMA,FOODS_1_098_CA_3_evaluation,1
28.79587475549364,16.003437703755296,44.79931245924894,0.8214285714285714,1.028424098410487,5.0,3.2006875407510593,5.0,m5,ARIMA,FOODS_1_098_CA_3_evaluation,2
192.8344942857274,0.0,192.8344942857274,1.0,6.886946224490265,0.0,0.0,6.0,m5,ARIMA,FOODS_1_098_CA_3_evaluation,3
208.87284903129895,0.0,208.87284903129895,1.0,7.459744608260677,0.0,0.0,5.0,m5,ARIMA,FOODS_1_098_CA_3_evaluation,4
29.160470400787133,14.553665230466484,43.71413563125362,0.9285714285714286,1.0414453714566834,2.0,2.9107330460932967,6.0,m5,ARIMA,FOODS_1_098_CA_3_evaluation,5
405.36979460705044,0.0,405.36979460705044,1.0,14.477492664537516,0.0,0.0,5.0,m5,ARIMA,FOODS_1_098_CA_3_evaluation,6
202.95796608044134,0.0,202.95796608044134,1.0,7.248498788587191,0.0,0.0,5.0,m5,ARIMA,FOODS_1_098_CA_3_evaluation,7
23.657368700856956,13.904385498571745,37.561754199428705,0.8928571428571429,0.8449060250306056,3.0,2.780877099714349,7.0,m5,ARIMA,FOODS_1_098_CA_3_evaluation,8
32.9933104862192,26.925649812992617,59.91896029921182,0.8214285714285714,1.1783325173649715,5.0,5.385129962598523,4.0,m5,ARIMA,FOODS_1_109_TX_1_evaluation,1
22.811674307224006,27.89847790252363,50.71015220974763,0.7857142857142857,0.8147026538294287,6.0,5.579695580504726,7.0,m5,ARIMA,FOODS_1_109_TX_1_evaluation,2
23.691106961237033,39.808025844100825,63.49913280533786,0.8214285714285714,0.8461109629013226,5.0,7.9616051688201654,11.0,m5,ARIMA,FOODS_1_109_TX_1_evaluation,3
266.9173642983726,0.0,266.9173642983726,1.0,9.532763010656165,0.0,0.0,15.0,m5,ARIMA,FOODS_1_109_TX_1_evaluation,4
18.463124841045634,53.66988650814034,72.13301134918598,0.75,0.6593973157516297,7.0,10.733977301628066,10.0,m5,ARIMA,FOODS_1_109_TX_1_evaluation,5
45.909445787216264,33.171842696242344,79.08128848345861,0.75,1.6396230638291522,7.0,6.634368539248471,16.0,m5,ARIMA,FOODS_1_109_TX_1_evaluation,6
329.0727987276512,0.0,329.0727987276512,1.0,11.752599954558972,0.0,0.0,14.0,m5,ARIMA,FOODS_1_109_TX_1_evaluation,7
217.60365457236495,0.0,217.60365457236495,1.0,7.771559091870176,0.0,0.0,13.0,m5,ARIMA,FOODS_1_109_TX_1_evaluation,8
28.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,m5,ARIMA,FOODS_1_120_CA_1_evaluation,1
28.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,m5,ARIMA,FOODS_1_120_CA_1_evaluation,2
28.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,m5,ARIMA,FOODS_1_120_CA_1_evaluation,3
28.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,m5,ARIMA,FOODS_1_120_CA_1_evaluation,4
28.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,m5,ARIMA,FOODS_1_120_CA_1_evaluation,5
57.87582614784597,37.22630432879813,95.1021304766441,0.8214285714285714,2.066993790994499,5.0,7.445260865759626,3.0,m5,ARIMA,FOODS_1_120_CA_1_evaluation,6
51.21940596667533,54.800540030295146,106.01994599697048,0.7857142857142857,1.8292644988098332,6.0,10.960108006059029,7.0,m5,ARIMA,FOODS_1_120_CA_1_evaluation,7
27.88371755790877,81.23256488418247,109.11628244209123,0.7857142857142857,0.995847055639599,6.0,16.24651297683649,11.0,m5,ARIMA,FOODS_1_120_CA_1_evaluation,8
219.3352765710082,0.0,219.3352765710082,1.0,7.833402734678864,0.0,0.0,19.0,m5,ARIMA,FOODS_1_127_WI_1_evaluation,1
435.0659866696522,0.0,435.0659866696522,1.0,15.538070952487578,0.0,0.0,17.0,m5,ARIMA,FOODS_1_127_WI_1_evaluation,2
15.184828216007089,87.5931025485613,102.7779307645684,0.6071428571428572,0.5423152934288246,11.0,17.51862050971226,13.0,m5,ARIMA,FOODS_1_127_WI_1_evaluation,3
94.21111680320732,15.0,109.21111680320732,0.9285714285714286,3.36468274297169,2.0,3.0,14.0,m5,ARIMA,FOODS_1_127_WI_1_evaluation,4
54.31008862833262,21.33351402300152,75.64360265133413,0.8571428571428572,1.9396460224404508,4.0,4.266702804600304,17.0,m5,ARIMA,FOODS_1_127_WI_1_evaluation,5
21.401588800453226,85.74801399943345,107.14960279988668,0.6071428571428572,0.7643424571590438,11.0,17.149602799886694,12.0,m5,ARIMA,FOODS_1_127_WI_1_evaluation,6
206.53109481842358,0.0,206.53109481842358,1.0,7.376110529229414,0.0,0.0,19.0,m5,ARIMA,FOODS_1_127_WI_1_evaluation,7
326.79323833290533,0.0,326.79323833290533,1.0,11.671187083318047,0.0,0.0,11.0,m5,ARIMA,FOODS_1_127_WI_1_evaluation,8
16.362586618876236,43.2967667264047,59.659353345280934,0.7142857142857143,0.5843780935312941,8.0,8.659353345280941,8.0,m5,ARIMA,FOODS_1_132_TX_2_evaluation,1
45.52912519166428,12.881332957529306,58.41045814919359,0.9285714285714286,1.6260401854165814,2.0,2.576266591505861,14.0,m5,ARIMA,FOODS_1_132_TX_2_evaluation,2
85.49490347332835,0.0,85.49490347332835,1.0,3.053389409761727,0.0,0.0,14.0,m5,ARIMA,FOODS_1_132_TX_2_evaluation,3
93.67549467385804,0.0,93.67549467385804,1.0,3.3455533812092155,0.0,0.0,15.0,m5,ARIMA,FOODS_1_132_TX_2_evaluation,4
17.854425375325583,26.145574624674417,44.0,0.8214285714285714,0.6376580491187708,5.0,5.229114924934883,9.0,m5,ARIMA,FOODS_1_132_TX_2_evaluation,5
98.36673578610535,0.0,98.36673578610535,1.0,3.5130977066466196,0.0,0.0,14.0,m5,ARIMA,FOODS_1_132_TX_2_evaluation,6
67.15830362398744,9.483889080812574,76.64219270480001,0.8571428571428572,2.398510843713837,4.0,1.8967778161625146,11.0,m5,ARIMA,FOODS_1_132_TX_2_evaluation,7
78.11217356771857,23.024207928025586,101.13638149574416,0.9285714285714286,2.7897204845613777,2.0,4.604841585605117,10.0,m5,ARIMA,FOODS_1_132_TX_2_evaluation,8
47.537527636517694,20.0,67.5375276365177,0.8928571428571429,1.6977688441613463,3.0,4.0,3.0,m5,ARIMA,FOODS_1_133_TX_3_evaluation,1
142.7046761970588,0.0,142.7046761970588,1.0,5.096595578466386,0.0,0.0,2.0,m5,ARIMA,FOODS_1_133_TX_3_evaluation,2
28.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,m5,ARIMA,FOODS_1_133_TX_3_evaluation,3
26.53810576629246,8.26934194803361,34.807447714326074,0.9285714285714286,0.9477894916533022,2.0,1.653868389606722,3.0,m5,ARIMA,FOODS_1_133_TX_3_evaluation,4
27.760987370683218,21.58092057210617,49.34190794278939,0.8571428571428572,0.9914638346672577,4.0,4.316184114421234,7.0,m5,ARIMA,FOODS_1_133_TX_3_evaluation,5
18.115184493539505,25.76963101292099,43.8848155064605,0.8214285714285714,0.6469708747692681,5.0,5.153926202584198,7.0,m5,ARIMA,FOODS_1_133_TX_3_evaluation,6
23.949453247815452,46.40958795653141,70.35904120434687,0.75,0.855337615993409,7.0,9.281917591306282,9.0,m5,ARIMA,FOODS_1_133_TX_3_evaluation,7
28.74314816098719,41.04737653251067,69.79052469349786,0.75,1.0265410057495425,7.0,8.209475306502135,7.0,m5,ARIMA,FOODS_1_133_TX_3_evaluation,8
114.45289849246966,50.0,164.45289849246967,0.8928571428571429,4.087603517588202,3.0,10.0,2.0,m5,ARIMA,FOODS_1_137_TX_2_evaluation,1
195.06607898244508,0.0,195.06607898244508,1.0,6.966645677944467,0.0,0.0,1.0,m5,ARIMA,FOODS_1_137_TX_2_evaluation,2
28.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,m5,ARIMA,FOODS_1_137_TX_2_evaluation,3
28.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,m5,ARIMA,FOODS_1_137_TX_2_evaluation,4
81.86079705721977,53.71306764759341,135.5738647048132,0.8214285714285714,2.9235998949007063,5.0,10.742613529518682,3.0,m5,ARIMA,FOODS_1_137_TX_2_evaluation,5
93.24874379132207,122.04659655334359,215.29534034466565,0.7142857142857143,3.3303122782615024,8.0,24.40931931066872,11.0,m5,ARIMA,FOODS_1_137_TX_2_evaluation,6
26.232221148666177,182.53555770266763,208.76777885133382,0.5714285714285714,0.9368650410237921,12.0,36.50711154053353,16.0,m5,ARIMA,FOODS_1_137_TX_2_evaluation,7
18.10121719362834,289.4939140318583,307.5951312254866,0.3214285714285714,0.6464720426295836,19.0,57.89878280637167,11.0,m5,ARIMA,FOODS_1_137_TX_2_evaluation,8
58.79537323816378,12.506031572864433,71.30140481102822,0.8571428571428572,2.099834758505849,4.0,2.5012063145728867,12.0,m5,ARIMA,FOODS_1_138_CA_1_evaluation,1
24.805247381860394,46.327502909044,71.1327502909044,0.75,0.8859016922092998,7.0,9.265500581808801,9.0,m5,ARIMA,FOODS_1_138_CA_1_evaluation,2
