dataset,series_id,origin_id,origin_date,forecast_date,actual,forecast,model
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-13,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-14,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-15,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-16,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-17,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-18,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-19,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-20,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-21,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-22,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-23,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-24,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-25,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-26,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-27,0.0,0.0,Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-28,0.0,0.0,Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-01,2.0,1.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-02,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-03,1.0,2.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-04,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-05,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-06,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-07,0.0,1.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-08,0.0,1.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-09,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-10,0.0,2.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-11,2.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-12,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-13,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-14,1.0,1.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-15,2.0,1.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-16,1.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-17,0.0,2.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-18,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-19,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-20,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-21,1.0,1.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-22,0.0,1.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-23,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-24,0.0,2.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-25,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-26,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-27,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-28,0.0,1.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-01,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-02,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-03,3.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-04,1.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-05,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-06,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-07,1.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-08,1.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-09,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-10,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-11,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-12,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-13,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-14,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-15,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-16,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-17,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-18,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-19,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-20,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-21,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-22,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-23,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-24,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-25,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-26,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-27,0.0,0.0,Seasonal Naive
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-28,0.0,0.0,Seasonal Naive
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-01,2.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-02,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-03,1.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-04,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-05,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-06,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-07,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-08,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-09,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-10,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-11,2.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-12,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-13,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-14,1.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-15,2.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-16,1.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-17,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-18,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-19,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-20,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-21,1.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-22,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-23,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-24,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-25,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-26,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-27,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_098_CA_3_evaluation,1,2016-03-01,2016-03-28,0.0,0.5714285714285714,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-01,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-02,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-03,3.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-04,1.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-05,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-06,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-07,1.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-08,1.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-09,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-10,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-11,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-12,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-13,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-14,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-15,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-16,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-17,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-18,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-19,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-20,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-21,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-22,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-23,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-24,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-25,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-26,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-27,0.0,0.0,Moving Average
m5,FOODS_1_133_TX_3_evaluation,1,2016-03-01,2016-03-28,0.0,0.0,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-01,16.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-02,17.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-03,20.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-04,17.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-05,17.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-06,22.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-07,17.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-08,9.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-09,18.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-10,15.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-11,22.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-12,17.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-13,23.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-14,13.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-15,11.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-16,23.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-17,19.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-18,21.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-19,25.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-20,25.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-21,22.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-22,17.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-23,19.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-24,18.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-25,27.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-26,22.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-27,28.0,14.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-28,16.0,14.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-01,57.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-02,45.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-03,58.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-04,61.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-05,71.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-06,66.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-07,44.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-08,35.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-09,54.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-10,42.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-11,44.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-12,61.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-13,59.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-14,43.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-15,44.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-16,46.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-17,54.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-18,62.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-19,53.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-20,63.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-21,39.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-22,52.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-23,49.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-24,54.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-25,61.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-26,53.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-27,66.0,35.0,Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-28,39.0,35.0,Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-01,16.0,16.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-02,17.0,10.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-03,20.0,12.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-04,17.0,9.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-05,17.0,21.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-06,22.0,12.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-07,17.0,14.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-08,9.0,16.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-09,18.0,10.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-10,15.0,12.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-11,22.0,9.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-12,17.0,21.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-13,23.0,12.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-14,13.0,14.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-15,11.0,16.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-16,23.0,10.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-17,19.0,12.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-18,21.0,9.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-19,25.0,21.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-20,25.0,12.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-21,22.0,14.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-22,17.0,16.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-23,19.0,10.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-24,18.0,12.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-25,27.0,9.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-26,22.0,21.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-27,28.0,12.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-28,16.0,14.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-01,57.0,44.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-02,45.0,28.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-03,58.0,48.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-04,61.0,41.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-05,71.0,43.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-06,66.0,41.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-07,44.0,35.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-08,35.0,44.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-09,54.0,28.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-10,42.0,48.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-11,44.0,41.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-12,61.0,43.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-13,59.0,41.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-14,43.0,35.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-15,44.0,44.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-16,46.0,28.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-17,54.0,48.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-18,62.0,41.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-19,53.0,43.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-20,63.0,41.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-21,39.0,35.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-22,52.0,44.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-23,49.0,28.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-24,54.0,48.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-25,61.0,41.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-26,53.0,43.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-27,66.0,41.0,Seasonal Naive
store_item_demand,S01_I02,1,2016-03-01,2016-03-28,39.0,35.0,Seasonal Naive
store_item_demand,S01_I01,1,2016-03-01,2016-03-01,16.0,13.428571428571429,Moving Average
store_item_demand,S01_I01,1,2016-03-01,2016-03-02,17.0,13.428571428571429,Moving Average
